PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
43,1910936539,41.48989868164062,-11.89283847808838,80.75997924804688,0.42921251058578,-0.33678665757179,2.37433385848999,8.44023132324219,14.80185031890869,-51.07553100585938
44,1910944872,41.15965270996094,-11.51406764984131,80.70875549316406,-0.95246529579163,-0.17192755639553,3.45822525024414,-8.72837638854980,10.37510490417480,-26.78089141845703
45,1910953205,41.04765701293945,-11.43172740936279,80.56971740722656,-0.24085421860218,-0.49322780966759,4.67514133453369,-16.38971138000488,-3.91506099700928,-18.91735267639160
46,1910961538,40.67948532104492,-11.30785655975342,80.44968414306641,0.93237340450287,-0.71339130401611,5.00267601013184,-13.82851600646973,-17.29991340637207,-13.28908157348633
47,1910969871,40.69028091430664,-11.34744071960449,80.14180755615234,1.93206751346588,-1.47932612895966,4.67855501174927,-5.58881568908691,-27.84041404724121,-24.47769737243652
48,1910978204,40.56508636474609,-11.48113536834717,79.63520050048828,1.64244246482849,-0.58260655403137,3.66855669021606,-26.70034790039062,-51.58119583129883,-34.88161468505859
49,1910986537,39.98297500610352,-11.57206439971924,78.98743438720703,1.54336225986481,-0.89587163925171,4.35372114181519,-49.52093124389648,-73.70072937011719,-47.64398193359375
50,1910994870,39.50933456420898,-11.57540130615234,78.55487060546875,1.13191640377045,-1.02641808986664,5.43656444549561,-31.01191711425781,-46.01417922973633,-38.11643600463867
51,1911003203,39.73398208618164,-11.35586833953857,78.47201538085938,1.49920868873596,-1.24753642082214,7.74572849273682,25.37797737121582,13.44618511199951,-24.41241073608398
52,1911011536,39.87438201904297,-11.01203060150146,78.30608367919922,2.54354691505432,-1.55841565132141,9.03462791442871,52.21900177001953,7.45733308792114,-42.28528976440430
53,1911019869,40.53654479980469,-10.49687194824219,78.17590332031250,3.65417265892029,-1.12845444679260,10.17732334136963,76.96023559570312,36.67013168334961,-51.73493194580078
54,1911028202,41.49982833862305,-9.68623352050781,78.32264709472656,5.06346464157104,-1.50038003921509,12.54565811157227,119.06017303466797,84.15555572509766,-50.86783981323242
55,1911036535,42.21063613891602,-8.66336345672607,78.65741729736328,9.54017448425293,-3.08510041236877,15.41662406921387,136.28253173828125,109.01609039306641,-54.61072158813477
56,1911044868,42.73378753662109,-7.81321382522583,78.68767547607422,9.76927757263184,-3.01878046989441,16.96910285949707,116.66628265380859,74.12149810791016,-73.80390930175781
57,1911053201,43.50872802734375,-7.26476430892944,78.00953674316406,7.93026113510132,-1.47693550586700,16.86301422119141,82.77375793457031,-7.75716209411621,-103.99153137207031
58,1911061534,43.30454254150391,-7.30480527877808,76.67540740966797,6.04408645629883,0.71946096420288,14.57436370849609,17.98943901062012,-109.39151763916016,-126.34642791748047
59,1911069867,42.77954864501953,-7.77071237564087,74.15118408203125,4.71887874603271,1.52912330627441,12.98557186126709,-102.23589324951172,-246.47079467773438,-181.44358825683594
60,1911078200,41.46572494506836,-8.93534946441650,70.50865936279297,1.98868703842163,4.00424146652222,11.06079578399658,-220.69100952148438,-394.36227416992188,-227.19026184082031
61,1911086533,38.96594238281250,-10.84176921844482,66.46625518798828,0.65878367424011,6.54559803009033,9.68569755554199,-321.03152465820312,-471.27874755859375,-241.66537475585938
62,1911094866,36.56863021850586,-13.13881111145020,62.24777603149414,0.33600851893425,7.10079669952393,9.48353481292725,-336.44705200195312,-507.98925781250000,-248.12727355957031
63,1911103199,34.12745285034180,-15.43701648712158,58.14392471313477,-0.42797818779945,7.60404109954834,9.23677921295166,-413.79403686523438,-501.70324707031250,-229.97427368164062
64,1911111532,31.62220191955566,-17.75676345825195,54.73630142211914,0.84495675563812,7.61505699157715,9.89181613922119,-371.47357177734375,-430.99862670898438,-204.48379516601562
65,1911119865,30.18646621704102,-19.38954544067383,51.96994781494141,1.86746895313263,6.55329275131226,9.70732688903809,-277.41830444335938,-330.39187622070312,-169.55116271972656
66,1911128198,29.23726081848145,-20.54754447937012,50.04890823364258,2.38924384117126,6.53049373626709,9.11180782318115,-192.12609863281250,-228.72778320312500,-119.44980621337891
67,1911136531,28.37387847900391,-21.50551414489746,48.94909286499023,3.37063717842102,5.34414577484131,8.64282798767090,-114.20137786865234,-143.00015258789062,-78.09272766113281
68,1911144864,27.86191368103027,-22.18857192993164,48.32624435424805,3.78622627258301,4.49552774429321,8.05172061920166,-57.21647644042969,-89.72828674316406,-45.31191253662109
69,1911153197,27.95431900024414,-22.48439979553223,47.93308639526367,4.09365844726562,3.63613295555115,8.06860065460205,-6.22352170944214,-52.45796203613281,-22.09576034545898
